# iter energy acceptance cpu_seconds
0 1.50066017349 0.99865 1.153603027
1 1.52600420291 0.99869 1.356802676
2 1.50035362292 0.99866 0.960079362
3 1.50685552402 0.99874 0.950043975
4 1.51251697856 0.99888 0.910504453
5 1.50784930856 0.99866 1.054198118
6 1.50318635178 0.99862 1.068153285
7 1.50004307132 0.99875 0.968269157
8 1.50193782827 0.999 0.904641763
9 1.50938838216 0.99874 1.012955977
10 1.50644777971 0.99878 0.886511752
11 1.50324941587 0.99864 0.952554672
12 1.50026608086 0.999 1.135533724
13 1.49967824164 0.9986 1.225658286
14 1.50294129446 0.99874 0.941862154
15 1.49949286293 0.99868 1.21562949
16 1.50449427371 0.99863 0.845339685
17 1.50071997578 0.99861 0.797375509
18 1.50020369591 0.99872 0.835367671
19 1.50024176509 0.99875 0.787387296
20 1.50135927022 0.99872 0.715948915
21 1.49947863673 0.99876 0.717519524
22 1.50296982365 0.99855 0.856055267
23 1.50051937651 0.99871 0.704696564
24 1.50061646169 0.99853 0.781152655
25 1.50016380364 0.99889 0.821792984
26 1.50005655251 0.99878 0.746805565
27 1.50053598404 0.9987 0.774630585
28 1.50045125827 0.99864 0.705065505
29 1.50157929613 0.99871 0.694083688
30 1.50119990922 0.99858 0.694732689
31 1.50013826097 0.99886 0.704275983
32 1.49997003879 0.99852 0.707850087
33 1.49964169034 0.9986 0.706791505
34 1.50158077791 0.99879 0.708962841
35 1.50165508939 0.99857 0.70300493
36 1.5007413875 0.99885 0.769458192
37 1.5005490195 0.99861 0.73345575
38 1.50026155643 0.99869 0.727082598
39 1.50015814827 0.99892 0.75537064
40 1.50008040555 0.99875 0.707704206
41 1.50007966088 0.99872 0.735845688
42 1.49967093924 0.99877 0.71152889
43 1.49997785665 0.9989 0.712870793
44 1.50011304286 0.99874 0.702143569
45 1.49994328538 0.99859 0.709125636
46 1.49988106644 0.99887 0.800124411
47 1.50028597562 0.99858 0.703813696
48 1.50019514901 0.99909 0.715522089
49 1.49984259008 0.99873 0.745472262
50 1.50009998352 0.99889 0.707082401
51 1.49993558308 0.99905 0.707659893
52 1.5000340936 0.99891 0.772334565
53 1.49966314435 0.99875 0.728863152
54 1.49978268897 0.99861 0.718178628
55 1.50010694757 0.99897 0.715187171
56 1.50020337814 0.99865 0.79742618
57 1.50003306873 0.99876 0.811573739
58 1.50001173055 0.99889 0.843720606
59 1.49960177768 0.99884 0.826420079
60 1.49995350966 0.99859 0.846028936
61 1.5001043897 0.99868 0.749951918
62 1.49986706576 0.99877 0.751457157
63 1.50002371586 0.99896 0.732987055
64 1.50007919963 0.99867 0.709396036
65 1.49996970784 0.99865 0.741110023
66 1.49985212049 0.99876 0.77518484
67 1.5000985883 0.99862 0.748060481
68 1.49995822462 0.99871 0.743969054
69 1.50001178318 0.99879 0.80813156
70 1.50013315575 0.99884 0.725326269
71 1.49995489821 0.99897 0.776580652
72 1.49997873093 0.99896 0.755438005
73 1.49998538248 0.99871 0.820341463
74 1.4999736566 0.99871 0.787848596
75 1.5000001686 0.99884 0.729092009
76 1.49994236019 0.99896 1.095087863
77 1.50005441904 0.99891 0.806948976
78 1.50000922231 0.99858 0.858231952
79 1.50003527308 0.99865 0.852628374
80 1.50000978173 0.99875 0.964016212
81 1.4999659903 0.99896 0.843365229
82 1.49994408043 0.9988 0.712174472
83 1.49996162673 0.99861 0.701440177
84 1.50001997561 0.99879 0.789511636
85 1.49993424661 0.99875 0.694919479
86 1.50005952788 0.99872 0.676713951
87 1.50002252116 0.9985 0.679098213
88 1.50000466731 0.99898 0.685607966
89 1.5000249045 0.99878 0.687302665
90 1.50000532988 0.99878 0.680797259
91 1.49997574251 0.99878 0.685864029
92 1.5000127943 0.99888 0.674932897
93 1.5000328591 0.99873 0.678337857
94 1.50004009593 0.9989 0.701220083
95 1.4999930287 0.99881 0.69060119
96 1.49997064404 0.99865 0.690977527
97 1.49998158659 0.99865 0.684249928
98 1.49999713778 0.99868 0.688300265
99 1.49999253301 0.99869 0.695477167
