# iter energy acceptance cpu_seconds
0 120.846684608 0.99678 13.827058204
1 120.743478322 0.99668 13.560312139
2 120.941854993 0.99652 13.384413618
3 120.853452119 0.99674 13.332401268
4 120.93383707 0.9965 13.439872545
5 120.77803007 0.9965 13.371817467
6 120.936561501 0.9965 13.346682764
7 121.149904328 0.99672 13.490742596
8 121.044999098 0.99693 13.360104923
9 120.799035663 0.99649 13.531675963
10 120.712946081 0.9966 13.346269964
11 120.819298627 0.9969 13.594119582
12 120.795349274 0.99682 13.373592173
13 120.888198822 0.99646 13.341968229
14 120.924767723 0.99663 13.373120028
15 120.718852506 0.99689 13.387018258
16 120.855464945 0.9969 13.36672538
17 120.880130487 0.99674 13.530976874
18 120.844292819 0.99685 21.57158968
19 120.842139304 0.99665 41.819982842
20 120.882413032 0.99684 29.724503459
21 120.690403425 0.99674 18.024064439
22 120.753641978 0.99683 27.660158814
23 120.880270476 0.99683 18.941571338
24 120.838241887 0.99681 15.663090098
25 120.71498183 0.99646 19.501930742
26 120.751245522 0.99709 17.426607878
27 120.731345452 0.99707 16.570413764
28 120.809780123 0.99651 16.587720037
29 120.796411602 0.99644 16.271078766
30 120.716218898 0.99666 16.693854619
31 120.820116844 0.99683 18.173257793
32 120.771347368 0.99632 19.435122261
33 120.721463541 0.99655 14.780070006
34 120.716083371 0.99654 14.703475643
35 120.661593574 0.99688 14.761225933
36 120.913186997 0.99669 14.782788055
37 120.815832967 0.9966 14.759182802
38 120.748012784 0.99669 17.54335808
39 120.766925104 0.99681 16.502230788
40 120.917461788 0.99689 16.671736359
41 120.835364029 0.99658 17.623789497
42 120.745452123 0.99701 14.605026407
43 120.783442804 0.99673 14.503215998
44 120.728446574 0.99676 14.543987572
45 120.775776694 0.99654 15.048917572
46 120.728891494 0.99618 16.140861784
47 120.783072529 0.99695 15.68435018
48 120.726044835 0.9966 16.329662395
49 120.67422655 0.99679 17.865205017
50 120.760746254 0.99685 15.197575419
51 120.726507455 0.99656 16.561177765
52 120.718585155 0.99655 17.472084108
53 120.638954589 0.9965 17.907625597
54 120.81536601 0.9964 16.154627125
55 120.730696849 0.9968 17.041212812
56 120.70222636 0.99653 16.387248467
57 120.70481893 0.9966 16.549824515
58 120.805246681 0.99674 16.091019903
59 120.760623606 0.99663 15.97571516
60 120.720590318 0.99659 14.424745956
61 120.705004806 0.99691 14.697514818
62 120.754567824 0.99639 16.584344157
63 120.773499191 0.99675 13.891950767
64 120.740866923 0.99682 18.007118329
65 120.690452823 0.99667 15.268909633
66 120.682186533 0.99706 14.66511137
67 120.705487035 0.99659 15.368076345
68 120.762965784 0.99662 14.587588464
69 120.736456183 0.99643 16.043639479
70 120.726609173 0.99648 15.276905545
71 120.757466158 0.99672 19.59496216
72 120.691955615 0.99648 21.686041465
73 120.709002864 0.99659 22.208663748
74 120.784482708 0.99649 18.757720423
75 120.725006897 0.99671 15.953250817
76 120.691898026 0.99696 17.43543251
77 120.710041063 0.99668 16.90626111
78 120.700171777 0.99683 23.917121815
79 120.687370877 0.99674 19.342994721
80 120.662821546 0.99659 16.137720048
81 120.698625854 0.99646 22.196525702
82 120.726625378 0.99683 27.192571939
83 120.680829566 0.99677 29.776581143
84 120.725342225 0.99684 28.090136422
85 120.71956094 0.99657 29.273195109
86 120.762576599 0.99666 26.496485981
87 120.699625633 0.99681 29.013145186
88 120.708849127 0.99641 27.052692586
89 120.716121256 0.99662 25.081500852
90 120.750648141 0.99683 30.371356253
91 120.684928775 0.99687 29.007052581
92 120.668025858 0.99677 29.375836176
93 120.706733746 0.99666 32.754879994
94 120.701241217 0.99675 45.990156412
95 120.732093398 0.9967 29.636964504
96 120.721921872 0.99699 25.360532823
97 120.729731155 0.99637 27.014117703
98 120.73184301 0.9965 31.84594127
99 120.7351359 0.99683 29.785012529
