# PRETRAINING
#                 K,       elapsed time,   acceptance ratio 
   3.8931225188e-02,   9.3813769000e-01,   9.3040000000e-01
   7.0758356440e-02,   8.9401770900e-01,   9.2940000000e-01
   9.2317287288e-02,   8.7971247300e-01,   9.3020000000e-01
   4.6022385083e-02,   1.0517197480e+00,   9.3510000000e-01
   1.4615081703e-01,   1.1283640770e+00,   9.3320000000e-01
   1.8162274455e-01,   1.1335103850e+00,   9.3650000000e-01
   2.4050518399e-01,   9.6952336600e-01,   9.3110000000e-01
   2.3365280673e-01,   9.6457006300e-01,   9.3920000000e-01
   2.6307261346e-01,   1.1682905980e+00,   9.3060000000e-01
   2.8256530761e-01,   1.3830385480e+00,   9.3140000000e-01
   3.0077872091e-01,   1.4670668680e+00,   9.3300000000e-01
   2.3579732309e-01,   1.3916942260e+00,   9.3420000000e-01
   3.5755260676e-01,   1.4059606020e+00,   9.3000000000e-01
   3.2292076853e-01,   1.3931115290e+00,   9.2880000000e-01
   3.8425846390e-01,   1.4671303420e+00,   9.3270000000e-01
   2.6569047712e-01,   1.3242458570e+00,   9.2860000000e-01
   4.5155557335e-01,   1.3483638790e+00,   9.3030000000e-01
   4.0668336024e-01,   1.3081154070e+00,   9.2990000000e-01
   2.1749834519e-01,   1.3302589990e+00,   9.3230000000e-01
   3.8719899474e-01,   1.1276044990e+00,   9.3410000000e-01
   4.5968128037e-01,   1.0907769030e+00,   9.3300000000e-01
   4.8492786585e-01,   1.0967487370e+00,   9.2930000000e-01
   5.7654849168e-01,   1.0403410340e+00,   9.3030000000e-01
   5.3839421831e-01,   1.0580625400e+00,   9.2800000000e-01
   5.6716573719e-01,   1.1113053780e+00,   9.3060000000e-01
   5.5120951951e-01,   1.1629360200e+00,   9.3120000000e-01
   6.3560731426e-01,   1.1192931000e+00,   9.3010000000e-01
   6.5498273968e-01,   1.1008973620e+00,   9.2980000000e-01
   6.2749380312e-01,   1.1340865660e+00,   9.3090000000e-01
   6.0585099030e-01,   1.1929598920e+00,   9.2970000000e-01
   6.0245471352e-01,   1.0513451350e+00,   9.3590000000e-01
   5.1845362941e-01,   1.0165663900e+00,   9.3260000000e-01
   5.8167083698e-01,   9.7418005100e-01,   9.2830000000e-01
   6.3688919869e-01,   1.0059706640e+00,   9.3230000000e-01
   6.8274346050e-01,   1.0218839930e+00,   9.2620000000e-01
   5.4791633105e-01,   9.9823754700e-01,   9.3330000000e-01
   6.7479895374e-01,   9.6603695500e-01,   9.3010000000e-01
   5.8424851128e-01,   9.8343842900e-01,   9.3100000000e-01
   6.8490094552e-01,   1.0344596050e+00,   9.3190000000e-01
   6.0396644534e-01,   1.1030811090e+00,   9.3270000000e-01
   6.1613330830e-01,   1.0332668700e+00,   9.2640000000e-01
   6.9001356098e-01,   1.0115157690e+00,   9.3170000000e-01
   6.9076872165e-01,   1.0422624020e+00,   9.3530000000e-01
   6.6588082389e-01,   1.0863203420e+00,   9.3310000000e-01
   7.1126476629e-01,   1.0597844050e+00,   9.3520000000e-01
   6.3989456397e-01,   9.8855668200e-01,   9.3320000000e-01
   6.9081985147e-01,   9.6426700800e-01,   9.3230000000e-01
   7.0768397762e-01,   9.9119053300e-01,   9.3050000000e-01
   6.9003500561e-01,   1.0145035850e+00,   9.3030000000e-01
   6.4156653610e-01,   1.0628041740e+00,   9.3420000000e-01
   7.2093270865e-01,   1.0675594680e+00,   9.3320000000e-01
   7.6793604106e-01,   1.0428599520e+00,   9.2950000000e-01
   6.9957706182e-01,   1.0004272150e+00,   9.3490000000e-01
   7.8136100268e-01,   1.0503212750e+00,   9.3250000000e-01
   7.6207838295e-01,   1.0445720560e+00,   9.3330000000e-01
   7.4952347577e-01,   1.0769500250e+00,   9.3240000000e-01
   8.0441915134e-01,   1.0518062600e+00,   9.3240000000e-01
   7.7455383997e-01,   1.0135594280e+00,   9.3130000000e-01
   8.3873788810e-01,   1.0621946810e+00,   9.3270000000e-01
   7.7372934970e-01,   1.0650142870e+00,   9.3230000000e-01
   8.5474250166e-01,   1.0015514330e+00,   9.3260000000e-01
   7.8199337493e-01,   1.0328167570e+00,   9.3500000000e-01
   8.4712826339e-01,   1.0828399560e+00,   9.3260000000e-01
   8.7881997818e-01,   1.1840939160e+00,   9.2600000000e-01
   8.6145209474e-01,   1.1579812990e+00,   9.3520000000e-01
   8.7772329570e-01,   1.0214705090e+00,   9.3900000000e-01
   8.8057871916e-01,   1.0855823480e+00,   9.3320000000e-01
   8.6953307544e-01,   1.0764916550e+00,   9.2760000000e-01
   8.9334190564e-01,   1.0588149050e+00,   9.2890000000e-01
   9.1461414885e-01,   1.0055374020e+00,   9.2960000000e-01
   9.1517311795e-01,   9.9004760200e-01,   9.3210000000e-01
   8.9947286541e-01,   9.9165062600e-01,   9.3090000000e-01
   9.2269198853e-01,   1.1387989030e+00,   9.3280000000e-01
   9.0823855193e-01,   1.0997137310e+00,   9.3010000000e-01
   9.2590678887e-01,   1.1047786950e+00,   9.2920000000e-01
   9.3087945448e-01,   1.2295580310e+00,   9.3010000000e-01
   9.0624003467e-01,   1.1063368520e+00,   9.2740000000e-01
   9.2799607670e-01,   1.1945092670e+00,   9.3060000000e-01
   9.3752461301e-01,   1.2230290670e+00,   9.3270000000e-01
