# PRETRAINING
#                 K,       elapsed time,   acceptance ratio 
   9.2095016812e-03,   1.2118265600e+00,   9.3180000000e-01
   2.0998145801e-02,   1.2987526440e+00,   9.3170000000e-01
   3.9396175140e-02,   1.1698174560e+00,   9.3270000000e-01
   3.3037291570e-02,   1.1427794020e+00,   9.3330000000e-01
   5.9005371375e-02,   1.2650403410e+00,   9.3440000000e-01
   9.4897135854e-02,   1.3665914320e+00,   9.3480000000e-01
   5.9485332996e-02,   1.1366559290e+00,   9.3290000000e-01
   9.8413297948e-02,   1.2170790860e+00,   9.3040000000e-01
   1.2097787396e-01,   1.1206548050e+00,   9.2980000000e-01
   1.2929910435e-01,   1.2491453180e+00,   9.3010000000e-01
   1.7439886504e-01,   2.8216237140e+00,   9.3220000000e-01
   2.2893970462e-01,   1.2418834420e+00,   9.2750000000e-01
   2.8310008940e-01,   1.1862859160e+00,   9.2980000000e-01
   3.5492920266e-01,   1.2667739370e+00,   9.3480000000e-01
   4.0374208547e-01,   1.3215997870e+00,   9.3280000000e-01
   3.4126814166e-01,   1.6969113520e+00,   9.2980000000e-01
   3.9873950135e-01,   1.7182065470e+00,   9.3420000000e-01
   3.7786558734e-01,   1.3559154800e+00,   9.3230000000e-01
   4.2171675856e-01,   1.2791005390e+00,   9.2930000000e-01
   4.2820016391e-01,   1.1955499220e+00,   9.3240000000e-01
   4.1299968000e-01,   1.2470442320e+00,   9.2560000000e-01
   5.7789120802e-01,   1.2541372280e+00,   9.3360000000e-01
   3.8829135183e-01,   1.3352957090e+00,   9.3630000000e-01
   5.5569036778e-01,   1.1522768750e+00,   9.3330000000e-01
   5.3886383429e-01,   1.1641535200e+00,   9.3200000000e-01
   4.2160712106e-01,   1.1694819370e+00,   9.3260000000e-01
   5.5310020572e-01,   1.1584011010e+00,   9.3320000000e-01
   6.2200232180e-01,   1.1384046630e+00,   9.3480000000e-01
   6.4445305351e-01,   1.1708241350e+00,   9.3470000000e-01
   6.9745781953e-01,   1.1672686480e+00,   9.2780000000e-01
   6.7078825280e-01,   1.1480684160e+00,   9.3170000000e-01
   6.8964756362e-01,   1.1514108890e+00,   9.3190000000e-01
   6.2683319188e-01,   1.1520218310e+00,   9.3350000000e-01
   6.7281194344e-01,   1.1567279610e+00,   9.2960000000e-01
   7.2879026087e-01,   1.1733435890e+00,   9.3170000000e-01
   6.6266168223e-01,   1.1657893910e+00,   9.3280000000e-01
   5.3648078043e-01,   2.5625664520e+00,   9.3000000000e-01
   7.9182769282e-01,   1.1573518320e+00,   9.3280000000e-01
   7.2748294423e-01,   1.2121460970e+00,   9.3120000000e-01
   7.5191742977e-01,   1.1661873330e+00,   9.3230000000e-01
   7.1743619911e-01,   1.1609935660e+00,   9.3470000000e-01
