# PRETRAINING
#                 K,       elapsed time,   acceptance ratio 
   1.3456011386e-03,   5.9317993010e+00,   9.3270000000e-01
   1.3897663030e-03,   6.0056899750e+00,   9.2740000000e-01
   4.1876776758e-03,   5.7689252440e+00,   9.2760000000e-01
   1.8415473457e-03,   5.8524889290e+00,   9.3080000000e-01
   1.4070473939e-03,   5.7330168310e+00,   9.3450000000e-01
   5.4751230434e-04,   5.8014313150e+00,   9.3140000000e-01
   2.1312370301e-03,   5.9794918530e+00,   9.3430000000e-01
   4.4070212212e-04,   5.8274794300e+00,   9.3130000000e-01
   5.0559343914e-03,   5.8172395710e+00,   9.3050000000e-01
   9.4571496426e-03,   5.8648308980e+00,   9.3090000000e-01
   1.2120554135e-02,   5.8279584940e+00,   9.3410000000e-01
   4.0290734416e-03,   5.7830992580e+00,   9.3520000000e-01
   1.8276236324e-02,   5.8152784030e+00,   9.3090000000e-01
   3.9707377459e-02,   5.9416143640e+00,   9.3350000000e-01
   4.9295991639e-02,   5.9013570070e+00,   9.3560000000e-01
   5.7221802280e-02,   5.8341955710e+00,   9.3340000000e-01
   1.2317674417e-01,   5.8026817020e+00,   9.3360000000e-01
   1.1948729410e-01,   6.0495422980e+00,   9.3090000000e-01
   1.5220751119e-01,   6.4065822500e+00,   9.2790000000e-01
   2.1306924010e-01,   6.9733290080e+00,   9.3250000000e-01
   2.5974323593e-01,   7.0995281920e+00,   9.3380000000e-01
   2.5638103182e-01,   6.4842798860e+00,   9.3280000000e-01
   3.3528712199e-01,   6.6383342430e+00,   9.3600000000e-01
   3.4428239844e-01,   7.2009551310e+00,   9.3310000000e-01
   3.5743462710e-01,   6.6677344860e+00,   9.3430000000e-01
   3.4115349979e-01,   6.4450750540e+00,   9.2780000000e-01
   3.6015345747e-01,   6.3487432600e+00,   9.3430000000e-01
   4.1026647706e-01,   6.4969149010e+00,   9.3350000000e-01
   4.3661003148e-01,   6.4704804350e+00,   9.2860000000e-01
   4.3936092876e-01,   6.4705630790e+00,   9.3610000000e-01
   4.8242662441e-01,   6.4688905410e+00,   9.3310000000e-01
   4.5742766190e-01,   6.3084438910e+00,   9.3620000000e-01
   5.2892886128e-01,   6.8685936680e+00,   9.3420000000e-01
   4.4163661683e-01,   6.4051808320e+00,   9.3330000000e-01
   4.9821175835e-01,   6.2063864940e+00,   9.3100000000e-01
   5.3704935269e-01,   6.1940068220e+00,   9.3460000000e-01
   5.3091394125e-01,   6.2493859930e+00,   9.3000000000e-01
   4.9185928671e-01,   6.3902694140e+00,   9.2880000000e-01
   5.6878476812e-01,   6.4263499630e+00,   9.3430000000e-01
   6.0482795780e-01,   6.4935809000e+00,   9.2860000000e-01
   5.3705000361e-01,   6.5213606290e+00,   9.3350000000e-01
   5.7050366000e-01,   7.0022586390e+00,   9.2870000000e-01
   6.7955727173e-01,   6.3803399080e+00,   9.2920000000e-01
   6.0078599179e-01,   6.4029677670e+00,   9.3530000000e-01
   6.4363313688e-01,   6.3961207180e+00,   9.3370000000e-01
   6.5250299812e-01,   6.5361737990e+00,   9.3360000000e-01
   6.4934448991e-01,   6.1383889440e+00,   9.2980000000e-01
   6.5450201644e-01,   6.2844630750e+00,   9.3310000000e-01
   7.4676027316e-01,   6.3836154080e+00,   9.2780000000e-01
   6.7896323231e-01,   6.3917732480e+00,   9.2170000000e-01
   6.8762681340e-01,   6.8993756570e+00,   9.3000000000e-01
   7.5021408976e-01,   6.6545237790e+00,   9.3100000000e-01
   7.6561068998e-01,   6.3800659250e+00,   9.3450000000e-01
   7.7494514812e-01,   6.4055821030e+00,   9.3180000000e-01
   8.0121145989e-01,   6.3943030450e+00,   9.3420000000e-01
   8.0566560299e-01,   6.4575916530e+00,   9.2710000000e-01
   7.9051681846e-01,   6.2882313210e+00,   9.2710000000e-01
   8.1389734102e-01,   6.1136039040e+00,   9.3060000000e-01
   8.2914651098e-01,   6.3699982140e+00,   9.2790000000e-01
   8.5218079491e-01,   6.4005883400e+00,   9.3230000000e-01
   8.5051513424e-01,   6.8651353260e+00,   9.3230000000e-01
   8.3635647273e-01,   6.5369415540e+00,   9.3380000000e-01
   8.5687524176e-01,   6.3391300370e+00,   9.3450000000e-01
   8.6776560808e-01,   6.4321048170e+00,   9.3360000000e-01
   8.5499248422e-01,   6.4267679870e+00,   9.3090000000e-01
   8.3974505342e-01,   6.3997358770e+00,   9.2930000000e-01
   8.5072845521e-01,   6.3694328830e+00,   9.3430000000e-01
   8.4285881440e-01,   6.3080424630e+00,   9.2650000000e-01
   8.6638402668e-01,   6.3963950730e+00,   9.2860000000e-01
   8.4782774567e-01,   6.9858169410e+00,   9.2890000000e-01
   8.5615451447e-01,   6.4116249790e+00,   9.3280000000e-01
   8.4983706897e-01,   6.4603535410e+00,   9.3020000000e-01
   8.4967385828e-01,   6.4392419360e+00,   9.3330000000e-01
   8.3393325235e-01,   6.4893671180e+00,   9.3090000000e-01
   8.4683912331e-01,   6.4109004160e+00,   9.3560000000e-01
   8.5112457441e-01,   6.4062219390e+00,   9.3950000000e-01
   8.6451383326e-01,   6.3440252000e+00,   9.3250000000e-01
   8.5720303166e-01,   6.3297800880e+00,   9.3270000000e-01
   8.5156357278e-01,   6.9135457290e+00,   9.3740000000e-01
   8.5445062608e-01,   6.3616832830e+00,   9.2880000000e-01
   8.6045413407e-01,   6.4446630380e+00,   9.3010000000e-01
   8.5057445226e-01,   6.4206136690e+00,   9.2860000000e-01
   8.5197726570e-01,   6.3173365920e+00,   9.3410000000e-01
   8.5525034616e-01,   6.5168385680e+00,   9.3460000000e-01
   8.4661735565e-01,   6.3756258630e+00,   9.3360000000e-01
   8.4214995931e-01,   6.3317161490e+00,   9.2970000000e-01
   8.5410510719e-01,   6.3705169400e+00,   9.2620000000e-01
   8.4328652026e-01,   6.6339240420e+00,   9.3120000000e-01
   8.4554807059e-01,   6.6061466590e+00,   9.3130000000e-01
   8.6366347711e-01,   6.4991354280e+00,   9.3340000000e-01
   8.4450393378e-01,   6.4233483600e+00,   9.3120000000e-01
   8.5081359698e-01,   6.3078563730e+00,   9.3150000000e-01
   8.4822085351e-01,   6.4392879200e+00,   9.3500000000e-01
   8.4782913753e-01,   6.4185655850e+00,   9.3520000000e-01
   8.5690379373e-01,   6.3992115050e+00,   9.3460000000e-01
   8.4273861363e-01,   6.4809744100e+00,   9.2830000000e-01
   8.5979228659e-01,   6.5414271770e+00,   9.3060000000e-01
   8.5459555163e-01,   6.9230450760e+00,   9.3520000000e-01
   8.4052172257e-01,   6.4736641330e+00,   9.3730000000e-01
   8.5542924273e-01,   6.3901542660e+00,   9.3320000000e-01
   8.4173788474e-01,   6.3997201680e+00,   9.3280000000e-01
   8.6465067587e-01,   6.4233054320e+00,   9.3330000000e-01
   8.5081220196e-01,   6.3713220780e+00,   9.3180000000e-01
   8.5886188047e-01,   6.3919573850e+00,   9.3310000000e-01
   8.5365028308e-01,   6.4101566500e+00,   9.3150000000e-01
   8.5298816549e-01,   6.3288936540e+00,   9.3400000000e-01
   8.5236663523e-01,   6.9866982130e+00,   9.3120000000e-01
   8.3677696590e-01,   6.6238534350e+00,   9.2930000000e-01
   8.5450796384e-01,   6.4979031390e+00,   9.3320000000e-01
   8.6444523186e-01,   6.4465627330e+00,   9.3350000000e-01
   8.5145379825e-01,   6.4917165110e+00,   9.2920000000e-01
   8.6557933116e-01,   6.4872033310e+00,   9.3300000000e-01
   8.6978706207e-01,   6.5571578940e+00,   9.3060000000e-01
   8.5359798793e-01,   6.3758947570e+00,   9.3250000000e-01
   8.3763815310e-01,   6.4485590790e+00,   9.2950000000e-01
   8.6655823669e-01,   6.9030467310e+00,   9.3600000000e-01
   8.6226689292e-01,   6.5365465540e+00,   9.3380000000e-01
   8.4911538861e-01,   6.4252337860e+00,   9.3120000000e-01
   8.5466184374e-01,   6.4349216480e+00,   9.3200000000e-01
   8.5464372384e-01,   6.4769216340e+00,   9.3300000000e-01
   8.5963118989e-01,   6.5881579250e+00,   9.3070000000e-01
   8.6577764913e-01,   6.4182108630e+00,   9.3110000000e-01
   8.4677167627e-01,   6.4604353340e+00,   9.3490000000e-01
   8.4693391790e-01,   6.4458524120e+00,   9.3440000000e-01
   8.4672225523e-01,   6.6418252960e+00,   9.2870000000e-01
   8.4575664993e-01,   6.6892260980e+00,   9.3130000000e-01
   8.5908999077e-01,   6.6832912670e+00,   9.2930000000e-01
   8.3878687732e-01,   6.4292024340e+00,   9.3410000000e-01
   8.3932319021e-01,   6.4275087250e+00,   9.3170000000e-01
   8.6181479510e-01,   6.5772596420e+00,   9.3230000000e-01
   8.6780025369e-01,   6.5035509180e+00,   9.3090000000e-01
   8.6325479889e-01,   6.3654109820e+00,   9.2850000000e-01
   8.5147172480e-01,   6.4389359150e+00,   9.3190000000e-01
   8.3909819677e-01,   6.5477012580e+00,   9.3160000000e-01
   8.6986883467e-01,   7.0051505200e+00,   9.3130000000e-01
   8.4739456511e-01,   6.5138844440e+00,   9.3370000000e-01
   8.7564696386e-01,   6.6326225170e+00,   9.3430000000e-01
   8.8015489649e-01,   6.4665683350e+00,   9.3340000000e-01
   8.5070360092e-01,   6.4169982630e+00,   9.3470000000e-01
   8.5937178145e-01,   6.4549669280e+00,   9.2810000000e-01
   8.6328354252e-01,   6.3824566730e+00,   9.3060000000e-01
   8.6775026369e-01,   6.4318394330e+00,   9.3290000000e-01
   8.4498083822e-01,   6.5548489230e+00,   9.3170000000e-01
   8.6315614767e-01,   6.9599317050e+00,   9.3190000000e-01
   8.5448762748e-01,   6.5025245820e+00,   9.2990000000e-01
   8.5553768284e-01,   6.3928794410e+00,   9.3030000000e-01
   8.5447128079e-01,   6.4123243980e+00,   9.3640000000e-01
   8.6005208075e-01,   6.4949896290e+00,   9.3480000000e-01
   8.4234051659e-01,   6.4134070330e+00,   9.3390000000e-01
   8.6056322722e-01,   6.5291803560e+00,   9.3530000000e-01
   8.5278385636e-01,   6.4315952320e+00,   9.2530000000e-01
   8.2884273009e-01,   6.4871540200e+00,   9.2920000000e-01
   8.6034820810e-01,   6.9566487320e+00,   9.3380000000e-01
   8.6382318734e-01,   6.5550837430e+00,   9.3330000000e-01
   8.6901645099e-01,   6.4960678740e+00,   9.3540000000e-01
   8.5774588888e-01,   6.3954008280e+00,   9.2740000000e-01
   8.5588513988e-01,   6.3442520190e+00,   9.3390000000e-01
   8.6523302322e-01,   6.1466290570e+00,   9.3360000000e-01
   8.6836373195e-01,   6.3459289420e+00,   9.3480000000e-01
   8.5891350207e-01,   6.2979126910e+00,   9.3150000000e-01
   8.7680574740e-01,   6.4692715470e+00,   9.3140000000e-01
   8.4838947652e-01,   6.8141243170e+00,   9.2900000000e-01
   8.4493622186e-01,   6.6156131580e+00,   9.3110000000e-01
   8.5811893874e-01,   6.4347370960e+00,   9.2950000000e-01
   8.5721732288e-01,   6.4308268630e+00,   9.2940000000e-01
   8.4260758017e-01,   6.4461843050e+00,   9.3510000000e-01
   8.5980499676e-01,   6.5421924040e+00,   9.3200000000e-01
   8.5458509559e-01,   6.4633939140e+00,   9.3430000000e-01
   8.5619624103e-01,   6.4012348280e+00,   9.2740000000e-01
   8.5151417238e-01,   6.6075670540e+00,   9.3010000000e-01
   8.4919224208e-01,   6.6115458430e+00,   9.2980000000e-01
   8.5733208106e-01,   8.8368887360e+00,   9.3010000000e-01
   8.5893389545e-01,   6.6084149000e+00,   9.2830000000e-01
   8.6608345205e-01,   7.5827585130e+00,   9.3440000000e-01
   8.6483300936e-01,   6.7246715270e+00,   9.3300000000e-01
   8.3326892364e-01,   6.9078987140e+00,   9.2720000000e-01
   8.6050072813e-01,   6.4443787670e+00,   9.3070000000e-01
   8.5500888717e-01,   6.3588650360e+00,   9.3330000000e-01
   8.5020514855e-01,   6.6734352420e+00,   9.3290000000e-01
   8.4467835122e-01,   6.9776877460e+00,   9.3760000000e-01
   8.6219698389e-01,   6.7439788380e+00,   9.3680000000e-01
   8.7028541156e-01,   6.4753511610e+00,   9.3490000000e-01
   8.4728100227e-01,   6.4342967250e+00,   9.3000000000e-01
   8.5069902678e-01,   6.4561702900e+00,   9.3170000000e-01
   8.3818555200e-01,   6.5227060740e+00,   9.3220000000e-01
   8.4704835787e-01,   6.4405139400e+00,   9.3060000000e-01
   8.4273760543e-01,   6.4864183350e+00,   9.2890000000e-01
   8.4646147973e-01,   6.3503314550e+00,   9.3080000000e-01
   8.5630034196e-01,   6.8045626800e+00,   9.3420000000e-01
   8.4486553264e-01,   6.5320061650e+00,   9.2920000000e-01
   8.6583176813e-01,   6.3661376440e+00,   9.3140000000e-01
   8.6334971305e-01,   6.3481527150e+00,   9.3400000000e-01
   8.6692986252e-01,   6.3872865240e+00,   9.3280000000e-01
   8.4533522521e-01,   6.8251055590e+00,   9.3260000000e-01
   8.5290811344e-01,   7.1203985200e+00,   9.3440000000e-01
   8.4959148573e-01,   6.6489460190e+00,   9.3450000000e-01
   8.4620045877e-01,   7.1603894060e+00,   9.2910000000e-01
   8.3820018930e-01,   7.0324566350e+00,   9.3400000000e-01
   8.6334341961e-01,   6.5288730320e+00,   9.3070000000e-01
   8.4617187838e-01,   6.5118596090e+00,   9.3400000000e-01
   8.5129264916e-01,   6.5053998260e+00,   9.3240000000e-01
   8.5107135478e-01,   6.8329996900e+00,   9.3070000000e-01
   8.5184833424e-01,   7.7778249350e+00,   9.3590000000e-01
   8.6372141878e-01,   6.8978417310e+00,   9.3350000000e-01
   8.5489424051e-01,   6.6277701870e+00,   9.2880000000e-01
   8.4702474337e-01,   6.4011335010e+00,   9.3070000000e-01
