# PRETRAINING
#                 K,       elapsed time,   acceptance ratio 
   2.0169661020e-01,   5.9456926400e+00,   9.3340000000e-01
   3.5118594999e-01,   5.8684813700e+00,   9.3170000000e-01
   4.8016460803e-01,   6.1503930910e+00,   9.3290000000e-01
   5.8454617582e-01,   5.9452619410e+00,   9.2990000000e-01
   6.6980641890e-01,   5.8864867170e+00,   9.3340000000e-01
   7.2330016359e-01,   5.8526614900e+00,   9.2930000000e-01
   8.0168976607e-01,   5.8413195860e+00,   9.3290000000e-01
   8.3978601810e-01,   5.8876775310e+00,   9.3450000000e-01
   8.3495996815e-01,   5.9162146940e+00,   9.3390000000e-01
   8.5322441875e-01,   5.8934296020e+00,   9.3360000000e-01
   8.4142116021e-01,   5.7942792480e+00,   9.3060000000e-01
   8.5271042588e-01,   5.8589382490e+00,   9.2960000000e-01
   8.5802411681e-01,   5.8648411480e+00,   9.3430000000e-01
   8.4060066738e-01,   6.1398324200e+00,   9.3060000000e-01
   8.6088061876e-01,   6.4064768490e+00,   9.3050000000e-01
   8.4280892070e-01,   6.4348116620e+00,   9.3440000000e-01
   8.6816546650e-01,   6.4496756320e+00,   9.3210000000e-01
   8.6720456172e-01,   6.4317046140e+00,   9.3110000000e-01
   8.5256243300e-01,   6.4447101040e+00,   9.3350000000e-01
   8.5183381665e-01,   6.3979490490e+00,   9.3300000000e-01
   8.4570312300e-01,   6.4713412820e+00,   9.3070000000e-01
   8.6382764460e-01,   6.5472620880e+00,   9.3240000000e-01
   8.5910682968e-01,   6.4456596110e+00,   9.3250000000e-01
   8.5301809095e-01,   6.5983000830e+00,   9.3030000000e-01
   8.4706524840e-01,   6.3664777510e+00,   9.2960000000e-01
   8.5802934390e-01,   6.3037858390e+00,   9.3480000000e-01
   8.3622355636e-01,   6.5355148030e+00,   9.3040000000e-01
   8.5913666205e-01,   6.9291125640e+00,   9.3270000000e-01
   8.6676788463e-01,   6.4041786650e+00,   9.2810000000e-01
   8.3736380326e-01,   6.4345619290e+00,   9.3250000000e-01
   8.5458410263e-01,   6.5282427910e+00,   9.3330000000e-01
   8.6745707796e-01,   6.3936587350e+00,   9.3250000000e-01
   8.5322136306e-01,   6.4243530160e+00,   9.3190000000e-01
   8.5158911303e-01,   6.3302519420e+00,   9.3420000000e-01
   8.5352328459e-01,   6.3710463600e+00,   9.3420000000e-01
   8.6026521112e-01,   6.9355338170e+00,   9.3280000000e-01
   8.5645102951e-01,   6.6910264170e+00,   9.2870000000e-01
   8.5323185825e-01,   6.7507410940e+00,   9.2970000000e-01
   8.5328371832e-01,   6.9120548990e+00,   9.3320000000e-01
   8.4728919580e-01,   6.9192874350e+00,   9.3070000000e-01
   8.4084425877e-01,   6.9153862650e+00,   9.3450000000e-01
   8.6908090491e-01,   7.1850024250e+00,   9.3590000000e-01
   8.6248839335e-01,   7.5816554030e+00,   9.3070000000e-01
   8.4558923085e-01,   7.0182610890e+00,   9.3190000000e-01
   8.5722111677e-01,   6.9643675160e+00,   9.3090000000e-01
   8.4819931083e-01,   7.0000158230e+00,   9.3140000000e-01
   8.3838613672e-01,   6.9320159710e+00,   9.3130000000e-01
   8.4904509460e-01,   6.9915195760e+00,   9.3070000000e-01
   8.5604211186e-01,   6.9151416740e+00,   9.2700000000e-01
   8.7156398479e-01,   6.8993890300e+00,   9.3150000000e-01
   8.6002909171e-01,   6.9474705840e+00,   9.3390000000e-01
   8.4934495940e-01,   6.9249067200e+00,   9.3490000000e-01
   8.3962962032e-01,   6.9089589120e+00,   9.3030000000e-01
   8.6104621608e-01,   6.9613003400e+00,   9.3420000000e-01
   8.6055446930e-01,   7.1760281410e+00,   9.3070000000e-01
   8.6564769629e-01,   7.1434517010e+00,   9.3220000000e-01
   8.3364629651e-01,   7.0172884670e+00,   9.3390000000e-01
   8.5221978332e-01,   7.0097455790e+00,   9.3270000000e-01
   8.5488585937e-01,   6.8928600830e+00,   9.3000000000e-01
   8.5599436506e-01,   6.8778280470e+00,   9.3000000000e-01
   8.4819934949e-01,   6.9250155980e+00,   9.3160000000e-01
   8.4345908689e-01,   7.2888142940e+00,   9.3180000000e-01
   8.6462353786e-01,   8.9799339230e+00,   9.3680000000e-01
   8.6490385151e-01,   6.9032377510e+00,   9.3280000000e-01
   8.5355597959e-01,   6.8916035740e+00,   9.2870000000e-01
   8.5873185797e-01,   8.3247367480e+00,   9.3090000000e-01
   8.4999591282e-01,   7.6868762740e+00,   9.3250000000e-01
   8.3907201138e-01,   6.9639403530e+00,   9.3630000000e-01
   8.7254564745e-01,   6.9100450860e+00,   9.3190000000e-01
   8.6167545106e-01,   7.0991707550e+00,   9.3140000000e-01
   8.5267037868e-01,   7.1916478350e+00,   9.3410000000e-01
   8.5987089017e-01,   6.9411758060e+00,   9.3140000000e-01
   8.6108450514e-01,   6.7485198270e+00,   9.3100000000e-01
   8.4930553625e-01,   6.9925101640e+00,   9.3480000000e-01
   8.4240822212e-01,   6.9712570040e+00,   9.3120000000e-01
   8.4684393406e-01,   7.0638353450e+00,   9.3200000000e-01
   8.4255392706e-01,   6.9035921680e+00,   9.2980000000e-01
   8.4932759542e-01,   6.9334384900e+00,   9.3370000000e-01
   8.4474090949e-01,   7.0105923970e+00,   9.3460000000e-01
   8.5284465714e-01,   6.9732088130e+00,   9.3730000000e-01
   8.4959345173e-01,   6.9094773000e+00,   9.3360000000e-01
   8.5394469870e-01,   6.9154413300e+00,   9.2880000000e-01
   8.5132883546e-01,   6.9119484260e+00,   9.2900000000e-01
   8.6478533150e-01,   6.9015086570e+00,   9.3420000000e-01
   8.6037380400e-01,   6.9015612390e+00,   9.3140000000e-01
   8.3987798855e-01,   6.9972799700e+00,   9.3440000000e-01
   8.5334816683e-01,   6.9332783140e+00,   9.3210000000e-01
   8.6480927138e-01,   6.9385270380e+00,   9.3380000000e-01
   8.4126056801e-01,   6.9157844360e+00,   9.3170000000e-01
   8.4915473916e-01,   6.8919204810e+00,   9.3190000000e-01
   8.5969552677e-01,   6.9232127000e+00,   9.3000000000e-01
   8.4572949448e-01,   6.9064023310e+00,   9.3480000000e-01
   8.3473259931e-01,   7.6102498530e+00,   9.3240000000e-01
   8.6077717465e-01,   6.8813291380e+00,   9.3370000000e-01
   8.6028271119e-01,   6.8952970620e+00,   9.3420000000e-01
   8.5791218955e-01,   6.9231817640e+00,   9.3420000000e-01
   8.7967255321e-01,   6.9231062580e+00,   9.3240000000e-01
   8.5405973028e-01,   6.9044439250e+00,   9.3160000000e-01
   8.4661921418e-01,   6.9142825590e+00,   9.3410000000e-01
   8.5584416125e-01,   6.8944877720e+00,   9.3430000000e-01
   8.6373368778e-01,   6.8835987430e+00,   9.3410000000e-01
   8.5173494131e-01,   6.9067055220e+00,   9.3280000000e-01
   8.4527511014e-01,   6.8848716780e+00,   9.3290000000e-01
   8.5001724171e-01,   6.9253739480e+00,   9.3440000000e-01
   8.5913209648e-01,   6.9314657260e+00,   9.3470000000e-01
   8.5791831955e-01,   6.8992797200e+00,   9.2960000000e-01
   8.5210371684e-01,   6.8969971710e+00,   9.2720000000e-01
   8.6401427333e-01,   6.9890374730e+00,   9.3260000000e-01
   8.3803483965e-01,   7.0680293670e+00,   9.3270000000e-01
   8.4646630423e-01,   6.9806616380e+00,   9.3080000000e-01
   8.5565511153e-01,   6.9038155200e+00,   9.3230000000e-01
   8.5479839978e-01,   6.9097892300e+00,   9.3880000000e-01
   8.5570953734e-01,   6.9654911880e+00,   9.2770000000e-01
   8.3333177664e-01,   6.9494137210e+00,   9.2860000000e-01
   8.5786926290e-01,   6.7494410430e+00,   9.3650000000e-01
   8.5820795139e-01,   7.0758671200e+00,   9.3240000000e-01
   8.4828769226e-01,   6.9395271670e+00,   9.2990000000e-01
   8.5705114877e-01,   6.9188208090e+00,   9.3380000000e-01
   8.5636386985e-01,   7.1453335200e+00,   9.3170000000e-01
