# iter energy acceptance cpu_seconds
0 3.27706502979 0.99877 0.714264512
1 3.23956876271 0.99905 0.711332908
2 3.23754583237 0.99903 0.717400512
3 3.28292449979 0.99914 0.760936233
4 3.2181428345 0.99904 0.966577751
5 3.27164771099 0.99911 0.777290613
6 3.20358962387 0.99908 0.772618441
7 3.23941134267 0.99897 0.769873461
8 3.26042704545 0.99918 0.766691212
9 3.23286065178 0.99915 0.770113757
10 3.23621870829 0.99902 0.766876744
11 3.25048887458 0.99899 0.775137055
12 3.20471685177 0.99912 0.765548979
13 3.20941247609 0.99912 0.818939806
14 3.22391633996 0.99917 0.75986816
15 3.20918681308 0.99891 0.769182103
16 3.21827316827 0.99895 0.77210338
17 3.18870108778 0.99891 0.768058925
18 3.27222589122 0.99916 0.775165902
19 3.22530694551 0.99914 0.772055075
20 3.20147589072 0.99895 0.778396749
21 3.21633531908 0.999 0.778414318
22 3.22761231819 0.99881 0.771110573
23 3.50127615917 0.99911 0.766168318
24 3.26638301029 0.99903 0.774438839
25 3.24251243594 0.99909 2.2619895
26 3.24158194793 0.99912 0.781971884
27 3.20466315651 0.99897 0.793349075
28 3.23140076237 0.99919 0.793376313
29 3.17753641837 0.99882 0.801973897
30 3.1886688968 0.99898 0.794130765
31 3.22547090087 0.99904 0.787223656
32 3.21038405308 0.999 0.790651381
33 3.22294147724 0.99889 0.796083444
34 3.18827423756 0.99919 0.803802646
35 3.21688818189 0.99897 0.746963371
36 3.22052778098 0.99916 0.713208292
37 3.22207445215 0.99903 0.715491418
38 3.1788852048 0.99915 0.719282269
39 3.18180493096 0.99908 0.714941276
40 3.18657684248 0.99915 0.726634582
41 3.1921675546 0.99919 0.720370663
42 3.17018683453 0.99894 0.717916139
43 3.24384540292 0.99908 0.723584812
44 3.18090605565 0.99909 0.713108264
45 3.11478215284 0.99917 0.766638576
46 3.18015536421 0.99911 0.771913294
47 3.19632965134 0.9993 0.776914484
48 3.18506719383 0.99921 0.769122463
49 3.18083189708 0.99922 0.763717511
50 3.15976987933 0.99907 0.770856419
51 3.18094049044 0.99921 0.7606905
52 3.17049850304 0.99926 0.769397113
53 3.19064205204 0.99917 0.771558569
54 3.18416199559 0.99917 0.761010999
55 3.17162445104 0.99921 0.778003866
56 3.1528208319 0.99928 0.776742326
57 3.12262433699 0.99924 0.777041488
58 3.18437469686 0.99926 0.772253838
59 3.16388867238 0.99909 0.776132184
60 3.188093073 0.99912 0.782322927
61 3.18726475806 0.99928 0.762639422
62 3.1629996277 0.99918 0.763442621
63 3.16302496354 0.99908 0.765785665
64 3.13019360425 0.99921 0.779542076
65 3.1557651469 0.99923 0.76885113
66 3.14991919872 0.99898 2.190567262
67 3.19825625982 0.99902 0.79239808
68 3.15546710147 0.99924 0.796950689
69 3.1519423998 0.99914 0.802569325
70 3.15301392132 0.99922 0.795385681
71 3.14481584359 0.9992 0.795225803
72 3.13804219143 0.99906 0.799905749
73 3.13931132078 0.99918 0.793394919
74 3.16089873795 0.99911 0.770027048
75 3.16586929561 0.99896 0.777456935
76 3.15218459297 0.99907 0.777816858
77 3.1817729479 0.99908 0.775595381
78 3.15826060995 0.99919 0.779687692
79 3.18906703486 0.99909 0.764264197
80 3.15469803538 0.99917 0.782751625
81 3.15706831788 0.99913 0.767005749
82 3.19427552114 0.99901 0.763860783
83 3.14213228719 0.9991 0.767346703
84 3.18742472942 0.9992 0.764572813
85 3.18137009152 0.9991 0.758426951
86 3.20301268789 0.99898 0.722918194
87 3.18542537899 0.99918 0.724296064
88 3.12957263432 0.99928 0.726036891
89 3.13953572361 0.99905 0.736176251
90 3.14154346274 0.99898 0.751748987
91 3.15643250772 0.99911 0.91631181
92 3.10101474933 0.99903 0.7819788
93 3.1627752891 0.9992 0.7653808
94 3.16581036541 0.99915 0.761393466
95 3.15821485649 0.99916 0.780739932
96 3.19159090084 0.9992 0.759450317
97 3.12956115679 0.99905 0.759984654
98 3.1874127884 0.99919 0.761380709
99 3.17620700309 0.99908 0.766323582
