# r, density, density error estimate, radial probability, probability error estimate
3.500000000e-02, 4.306927644e-01, 1.672672094e-02, 9.471428571e-02, 3.678398054e-03
1.050000000e-01, 4.304762270e-01, 9.654748887e-03, 2.840000000e-01, 6.369570517e-03
1.750000000e-01, 4.356298157e-01, 7.523169031e-03, 4.790000000e-01, 8.272156395e-03
2.450000000e-01, 4.394161257e-01, 6.385810093e-03, 6.764285714e-01, 9.830190896e-03
3.150000000e-01, 4.425301388e-01, 5.651675210e-03, 8.758571429e-01, 1.118581463e-02
3.850000000e-01, 4.314014320e-01, 5.047443570e-03, 1.043571429e+00, 1.220989896e-02
4.550000000e-01, 4.017100746e-01, 4.480347600e-03, 1.148428571e+00, 1.280863867e-02
5.250000000e-01, 3.944877215e-01, 4.133311527e-03, 1.301285714e+00, 1.363444019e-02
5.950000000e-01, 3.663811751e-01, 3.741701505e-03, 1.369714286e+00, 1.398833333e-02
6.650000000e-01, 3.523290416e-01, 3.470758887e-03, 1.472142857e+00, 1.450193513e-02
7.350000000e-01, 3.126180476e-01, 3.109742288e-03, 1.443714286e+00, 1.436122898e-02
8.050000000e-01, 2.905177896e-01, 2.864504252e-03, 1.469428571e+00, 1.448855988e-02
8.750000000e-01, 2.813079859e-01, 2.703634938e-03, 1.546571429e+00, 1.486400940e-02
9.450000000e-01, 2.546719687e-01, 2.475344870e-03, 1.512142857e+00, 1.469763274e-02
1.015000000e+00, 2.346891399e-01, 2.292844074e-03, 1.496714286e+00, 1.462245966e-02
1.085000000e+00, 2.037895749e-01, 2.066508321e-03, 1.389285714e+00, 1.408791637e-02
1.155000000e+00, 1.774425055e-01, 1.868955170e-03, 1.287714286e+00, 1.356315537e-02
1.225000000e+00, 1.571689864e-01, 1.707955014e-03, 1.209714286e+00, 1.314596237e-02
1.295000000e+00, 1.413169484e-01, 1.575154967e-03, 1.149857143e+00, 1.281660275e-02
1.365000000e+00, 1.208278343e-01, 1.418659648e-03, 1.036285714e+00, 1.216720249e-02
1.435000000e+00, 1.063620839e-01, 1.298160870e-03, 9.590000000e-01, 1.170469991e-02
1.505000000e+00, 9.126293415e-02, 1.174194413e-03, 8.630000000e-01, 1.110341003e-02
1.575000000e+00, 7.391141121e-02, 1.032943374e-03, 7.314285714e-01, 1.022202504e-02
1.645000000e+00, 6.447744764e-02, 9.440217781e-04, 6.664285714e-01, 9.757257895e-03
1.715000000e+00, 5.085534042e-02, 8.211022960e-04, 5.480000000e-01, 8.847921467e-03
1.785000000e+00, 4.394434203e-02, 7.481581629e-04, 4.928571429e-01, 8.390957232e-03
1.855000000e+00, 3.441717984e-02, 6.494963719e-04, 4.011428571e-01, 7.570080743e-03
1.925000000e+00, 2.718921551e-02, 5.666880015e-04, 3.288571429e-01, 6.854166021e-03
1.995000000e+00, 2.257686661e-02, 5.072492685e-04, 2.830000000e-01, 6.358346596e-03
2.065000000e+00, 1.633939367e-02, 4.241495261e-04, 2.120000000e-01, 5.503245796e-03
2.135000000e+00, 1.292834399e-02, 3.710509567e-04, 1.734285714e-01, 4.977500397e-03
2.205000000e+00, 1.039379220e-02, 3.273736827e-04, 1.440000000e-01, 4.535573676e-03
2.275000000e+00, 7.595463532e-03, 2.755164201e-04, 1.085714286e-01, 3.938299643e-03
2.345000000e+00, 6.583381441e-03, 2.526469919e-04, 9.700000000e-02, 3.722518349e-03
2.415000000e+00, 4.264844083e-03, 2.003798548e-04, 6.471428571e-02, 3.040542379e-03
2.485000000e+00, 3.952568866e-03, 1.901680582e-04, 6.171428571e-02, 2.969229956e-03
2.555000000e+00, 2.749727560e-03, 1.564265355e-04, 4.414285714e-02, 2.511199404e-03
2.625000000e+00, 1.654345259e-03, 1.197042218e-04, 2.728571429e-02, 1.974324994e-03
2.695000000e+00, 1.349843143e-03, 1.067144704e-04, 2.285714286e-02, 1.807015806e-03
2.765000000e+00, 9.291918662e-04, 8.741101792e-05, 1.614285714e-02, 1.518592259e-03
2.835000000e+00, 5.533731959e-04, 6.661830427e-05, 9.857142857e-03, 1.186660552e-03
2.905000000e+00, 5.087322990e-04, 6.310047569e-05, 9.285714286e-03, 1.151751107e-03
2.975000000e+00, 2.827722878e-04, 4.648747776e-05, 5.285714286e-03, 8.689660758e-04
3.045000000e+00, 2.986721897e-04, 4.722421966e-05, 5.714285714e-03, 9.035079029e-04
3.115000000e+00, 1.167841820e-04, 2.919604551e-05, 2.285714286e-03, 5.714285714e-04
3.185000000e+00, 1.570490580e-04, 3.348297167e-05, 3.142857143e-03, 6.700593943e-04
3.255000000e+00, 6.985075405e-05, 2.208874791e-05, 1.428571429e-03, 4.517539515e-04
3.325000000e+00, 6.154219067e-05, 2.051406356e-05, 1.285714286e-03, 4.285714286e-04
3.395000000e+00, 2.678812423e-05, 1.339406212e-05, 5.714285714e-04, 2.857142857e-04
3.465000000e+00, 1.312347500e-05, 9.279698167e-06, 2.857142857e-04, 2.020305089e-04
