# r, density, density error estimate, radial probability, probability error estimate
3.500000000e-02, 1.259783296e+00, 9.363895494e-02, 2.585714286e-02, 1.921946292e-03
1.050000000e-01, 1.377111180e+00, 3.700361190e-02, 1.978571429e-01, 5.316512590e-03
1.750000000e-01, 1.284693230e+00, 2.169359623e-02, 5.010000000e-01, 8.459989868e-03
2.450000000e-01, 1.134877202e+00, 1.461107632e-02, 8.618571429e-01, 1.109605556e-02
3.150000000e-01, 1.247346345e+00, 1.192991219e-02, 1.561714286e+00, 1.493660071e-02
3.850000000e-01, 1.139625470e+00, 9.336175621e-03, 2.128571429e+00, 1.743793659e-02
4.550000000e-01, 1.124581426e+00, 7.850588756e-03, 2.931428571e+00, 2.046400523e-02
5.250000000e-01, 9.908093280e-01, 6.387932617e-03, 3.436857143e+00, 2.215805930e-02
5.950000000e-01, 9.639297144e-01, 5.560341333e-03, 4.293285714e+00, 2.476543015e-02
6.650000000e-01, 9.076932426e-01, 4.828292156e-03, 5.048857143e+00, 2.685638297e-02
7.350000000e-01, 8.291384744e-01, 4.175496966e-03, 5.633000000e+00, 2.836748642e-02
8.050000000e-01, 7.643693992e-01, 3.660707492e-03, 6.228428571e+00, 2.982910509e-02
8.750000000e-01, 6.913826784e-01, 3.203180864e-03, 6.655428571e+00, 3.083464789e-02
9.450000000e-01, 6.449507198e-01, 2.864693998e-03, 7.241000000e+00, 3.216253366e-02
1.015000000e+00, 5.558616894e-01, 2.476152152e-03, 7.199142857e+00, 3.206943996e-02
1.085000000e+00, 5.139586858e-01, 2.227435351e-03, 7.605857143e+00, 3.296287336e-02
1.155000000e+00, 4.423898698e-01, 1.941333701e-03, 7.418428571e+00, 3.255419344e-02
1.225000000e+00, 3.845641516e-01, 1.706613900e-03, 7.253857143e+00, 3.219107495e-02
1.295000000e+00, 3.427338159e-01, 1.524059392e-03, 7.224571429e+00, 3.212602734e-02
1.365000000e+00, 2.908735997e-01, 1.332042145e-03, 6.812000000e+00, 3.119523773e-02
1.435000000e+00, 2.553666255e-01, 1.187225349e-03, 6.609428571e+00, 3.072790396e-02
1.505000000e+00, 2.068969766e-01, 1.018937338e-03, 5.890000000e+00, 2.900738822e-02
1.575000000e+00, 1.741956636e-01, 8.934050812e-04, 5.431000000e+00, 2.785421230e-02
1.645000000e+00, 1.451209938e-01, 7.807509170e-04, 4.935571429e+00, 2.655337328e-02
1.715000000e+00, 1.213520275e-01, 6.848182055e-04, 4.485857143e+00, 2.531475330e-02
1.785000000e+00, 9.717424185e-02, 5.887834325e-04, 3.891285714e+00, 2.357748840e-02
1.855000000e+00, 8.331013098e-02, 5.245963640e-04, 3.602857143e+00, 2.268686575e-02
1.925000000e+00, 6.696938295e-02, 4.532413622e-04, 3.118857143e+00, 2.110807951e-02
1.995000000e+00, 5.080008589e-02, 3.809018605e-04, 2.541000000e+00, 1.905255888e-02
2.065000000e+00, 4.115832525e-02, 3.312333423e-04, 2.205714286e+00, 1.775111379e-02
2.135000000e+00, 3.413480535e-02, 2.917611301e-04, 1.955428571e+00, 1.671367520e-02
2.205000000e+00, 2.536694540e-02, 2.435304690e-04, 1.550000000e+00, 1.488047618e-02
2.275000000e+00, 2.106707307e-02, 2.151045597e-04, 1.370285714e+00, 1.399125091e-02
2.345000000e+00, 1.513988199e-02, 1.769083460e-04, 1.046285714e+00, 1.222576737e-02
2.415000000e+00, 1.123638812e-02, 1.479881961e-04, 8.235714286e-01, 1.084679958e-02
2.485000000e+00, 9.051296707e-03, 1.290805174e-04, 7.024285714e-01, 1.001733192e-02
2.555000000e+00, 6.658877201e-03, 1.076817399e-04, 5.462857143e-01, 8.834071334e-03
2.625000000e+00, 5.597467813e-03, 9.609475306e-05, 4.847142857e-01, 8.321351931e-03
2.695000000e+00, 3.723441914e-03, 7.633915743e-05, 3.398571429e-01, 6.967856228e-03
2.765000000e+00, 2.597595567e-03, 6.214770306e-05, 2.495714286e-01, 5.971018441e-03
2.835000000e+00, 2.308256462e-03, 5.713786161e-05, 2.331428571e-01, 5.771145679e-03
2.905000000e+00, 1.348381814e-03, 4.261827308e-05, 1.430000000e-01, 4.519797720e-03
2.975000000e+00, 9.478824480e-04, 3.489203509e-05, 1.054285714e-01, 3.880879345e-03
3.045000000e+00, 8.336951771e-04, 3.197075061e-05, 9.714285714e-02, 3.725258517e-03
3.115000000e+00, 3.631778992e-04, 2.062711858e-05, 4.428571429e-02, 2.515259552e-03
3.185000000e+00, 4.908285902e-04, 2.345269722e-05, 6.257142857e-02, 2.989778505e-03
3.255000000e+00, 1.190957741e-04, 1.130407062e-05, 1.585714286e-02, 1.505093393e-03
3.325000000e+00, 2.200424794e-04, 1.504179423e-05, 3.057142857e-02, 2.089819834e-03
3.395000000e+00, 1.203253085e-04, 1.089374157e-05, 1.742857143e-02, 1.577908717e-03
3.465000000e+00, 9.562957412e-05, 9.515498274e-06, 1.442857143e-02, 1.435696517e-03
