# iter energy acceptance cpu_seconds
0 1249.00738994 0.99629 43.891031447
1 1277.15973107 0.99665 43.676108088
2 1235.35296795 0.99674 45.527817114
3 1260.97300398 0.99671 43.478458323
4 1261.9258771 0.99661 43.626833549
5 1263.77768781 0.99659 45.802763186
6 1242.67233813 0.99657 45.508410346
7 1242.32854465 0.99662 47.565404243
8 1251.15301347 0.99687 46.62361841
9 1273.55309973 0.99712 43.573924953
10 1271.30417263 0.99671 46.805911091
11 1239.92524019 0.99662 45.047313022
12 1244.85151591 0.99659 45.677434293
13 1254.31426444 0.99666 44.579926407
14 1260.60483789 0.99664 44.890794769
15 1255.5009433 0.99675 45.265033101
16 1259.63977845 0.99675 43.512023068
17 1265.02451827 0.99648 44.229615228
18 1239.66808848 0.99662 46.089751163
19 1250.99123339 0.99694 45.699264423
20 1268.60848723 0.99628 45.232587474
21 1261.00846177 0.99654 43.970400252
22 1261.19972905 0.99668 44.480740982
23 1249.32563776 0.99678 45.074921534
24 1241.71566572 0.99635 43.680849731
25 1252.79857128 0.99657 44.094032832
26 1265.97387422 0.99625 45.295226707
27 1243.39178153 0.9969 45.009532732
28 1265.91714394 0.99653 43.697657149
29 1254.65353073 0.99661 45.11738991
30 1264.76189206 0.99671 43.555809716
31 1224.50809168 0.9967 46.198110705
32 1259.73540693 0.9967 46.946287014
33 1246.7440473 0.99659 45.020288799
34 1251.02962717 0.99678 45.975834371
35 1260.9996367 0.99708 44.151212526
36 1244.73097241 0.997 46.007198006
37 1258.73082137 0.99625 44.269882364
38 1253.5035782 0.99656 43.70000992
39 1256.13084802 0.99671 47.843488492
40 1238.06956595 0.99668 43.991878415
41 1227.20907318 0.99661 43.543875167
42 1247.67635403 0.99665 45.371046473
43 1241.43413537 0.9969 44.119914642
44 1243.69436735 0.99684 43.930736953
45 1253.19489555 0.9965 46.499358623
46 1248.29100204 0.99667 44.195198328
47 1232.35302028 0.99692 896.694574896
48 1233.93976071 0.9966 44.494255421
49 1239.45090135 0.9966 44.636690375
50 1241.26298347 0.99654 45.520356168
51 1242.19078281 0.99651 44.23433848
52 1234.98742236 0.99672 45.09432129
53 1230.93891892 0.99623 44.397210872
54 1238.46947937 0.99704 44.148448896
55 1238.40422442 0.99649 43.791095232
56 1242.70174569 0.9965 43.75079049
57 1235.41942834 0.99696 46.889066827
58 1214.77364237 0.99656 43.856117855
59 1219.49789775 0.99667 44.134488903
60 1218.98897124 0.99663 44.683049422
61 1233.8218753 0.99699 43.844525375
62 1218.30849977 0.99694 43.917794883
63 1212.56224719 0.99669 44.70631229
64 1226.47473452 0.99656 44.889811853
65 1218.43601254 0.99674 44.934756436
66 1233.90686732 0.99675 43.650500725
67 1218.48795545 0.9967 44.021728456
68 1219.60229746 0.99639 45.284835409
69 1217.73264476 0.99645 43.716180343
70 1203.30842743 0.99652 45.337588315
71 1182.5184592 0.99652 43.92904044
72 1177.24998749 0.9966 43.856655953
73 1210.59049875 0.99635 45.779675066
74 1161.10317775 0.99663 43.292285995
75 1201.9995754 0.99643 44.453942213
76 1164.27229265 0.9971 45.612722801
77 1182.35699708 0.99642 43.436843521
78 1180.56804784 0.99652 44.514206297
79 1172.22879386 0.99645 44.682375914
80 1169.84453371 0.99631 43.788467033
81 1172.32441431 0.99633 43.826941464
82 1174.36090748 0.9968 45.017297832
83 1166.01312027 0.99667 43.591714172
84 1145.32523251 0.99697 46.429852297
85 1132.73875345 0.99652 43.784080267
86 1152.51104983 0.99692 43.926018429
87 1141.81920609 0.99687 45.164413384
88 1139.36037482 0.99646 43.160356484
89 1122.26137742 0.99668 43.926366903
90 1133.07347958 0.99638 2396.26575631
91 1098.81952022 0.99631 44.026659889
92 1094.66092623 0.99653 44.091638568
93 1098.19049826 0.9966 45.096832945
94 1081.87109696 0.99672 43.882403936
95 1103.01739253 0.99685 45.526792475
96 1093.66237732 0.99664 43.796334566
97 1085.13456355 0.99656 44.844048726
98 1084.2557892 0.99651 45.271520798
99 1080.70270984 0.99656 43.821961192
